"crash_unit_id","crash_record_id","rd_no","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"1303287","f983bf4d4a1cf193b0a45af0c8a1fb10148352042bbec9988cb40fc4ac715290f17a48af4ab663b6e30438bd8aae29319af02211d776d3392eaf9e6ecbcf0fdf",,"2022-03-21T00:00:00.000","1","DRIVER",,"1237695",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303288","f983bf4d4a1cf193b0a45af0c8a1fb10148352042bbec9988cb40fc4ac715290f17a48af4ab663b6e30438bd8aae29319af02211d776d3392eaf9e6ecbcf0fdf",,"2022-03-21T00:00:00.000","2","PARKED",,"1237704",,"BUICK","OTHER (EXPLAIN IN NARRATIVE)","IL","2019","NONE","PASSENGER","PERSONAL","N","PARKED",,,"0",,,,,,,,,,,,"Y","Y",,,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302300","145771fbd0a466db11cc54de7bc1ba776752e30b0054de13c9f3cd8620872d58cee935cc155619656e9f0e563fb52db2683a75fcd66c3522835e4b81e344c7e8",,"2022-03-20T23:45:00.000","1","DRIVER",,"1236743",,"PORSCHE","MACAN","IL","2018","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","CHANGING LANES","N",,"1",,,,,"Y","Y","Y",,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302301","145771fbd0a466db11cc54de7bc1ba776752e30b0054de13c9f3cd8620872d58cee935cc155619656e9f0e563fb52db2683a75fcd66c3522835e4b81e344c7e8",,"2022-03-20T23:45:00.000","2","DRIVER",,"1236745",,"TOYOTA","RAV4","IL","2015","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,"Y","Y","Y","Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302306","3ab9bdc9bc36e6fc972a4ae7b035c8e75c412fc5b44e220825ae4f1317d08a601095a80bb384a252fc46a0719b95efa37236d01a4f4b6827c666c4b1093fb527",,"2022-03-20T23:39:00.000","1","DRIVER",,"1236748",,"DODGE","JOURNEY","IL","2010","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","STRAIGHT AHEAD","Y",,"1",,"STREETS AND SANITATION","701 N. SACRAMENTO",,"Y","Y",,,,,,,,,"N","N",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302307","3ab9bdc9bc36e6fc972a4ae7b035c8e75c412fc5b44e220825ae4f1317d08a601095a80bb384a252fc46a0719b95efa37236d01a4f4b6827c666c4b1093fb527",,"2022-03-20T23:39:00.000","2","PARKED",,"1236750",,"MAZDA","CX-9","IL","2018","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","PARKED",,,"0",,,,,,,,,,"Y","Y","Y",,,,,,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303240","f12165f32534525d822aa41336e2f4c359a89f1b099e7f986a9058875cb1417129be56b2bd9beecab4bcced273535ab2827504406e330f3fcd3d382083c096ed",,"2022-03-20T23:39:00.000","2","DRIVER","1","1237650",,"SATURN","AURA","IL","2007","NONE","PASSENGER","PERSONAL","W","PASSING/OVERTAKING","Y",,"2",,"PRIVATE","PRIVATE",,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303241","f12165f32534525d822aa41336e2f4c359a89f1b099e7f986a9058875cb1417129be56b2bd9beecab4bcced273535ab2827504406e330f3fcd3d382083c096ed",,"2022-03-20T23:39:00.000","1","DRIVER","1","1237651",,"NISSAN","ROGUE","IL","2016","NONE","PASSENGER","PERSONAL","W","TURNING LEFT","Y",,"2",,"PRIVATE","PRIVATE",,"Y",,,,,,,,"Y","Y","Y","Y",,"UNDER CARRIAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302294","8fc35123a590437c91d7e6ef0369ad400db1d8e7cac7f7c3686196748c94756337355796892566fd04f35f74065ff7b9ead8199ac82be3abe549e734cbbb14b9",,"2022-03-20T23:20:00.000","1","DRIVER","1","1236736",,"LEXUS","IS250","IL","2010","UNKNOWN","PASSENGER","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"2",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302295","8fc35123a590437c91d7e6ef0369ad400db1d8e7cac7f7c3686196748c94756337355796892566fd04f35f74065ff7b9ead8199ac82be3abe549e734cbbb14b9",,"2022-03-20T23:20:00.000","2","DRIVER","1","1236738",,"CHEVROLET","SILVERADO","IL","2016","UNKNOWN","PICKUP","PERSONAL","E","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302289","a01d55413a6ee03923edaa52a2edfd67bf38165abb01093983e7015803689c9db95f8522ef1daed8a8009c59112147085e2dc927939706c3ccf58f32b5e2e5d2",,"2022-03-20T23:20:00.000","1","DRIVER",,"1236730",,"TOYOTA","PRIUS","IL","2012","UNKNOWN","PASSENGER","PERSONAL","E","SKIDDING/CONTROL LOSS","Y",,"1",,"CITY OF CHICAGO","AUTO POUND 6",,"Y",,,,,,,,,"Y","Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302499","e36e3fd8af2c4afcea80589c46d1a3ad217533e31a7f120a1a82a0121728512e47b5a6347370f8faf9df2e4aaa3fa2484a79f7fd718914fb0969fe5c5a65a9cc",,"2022-03-20T23:20:00.000","1","DRIVER",,"1236947",,"CADILLAC","ESCALADE","IL","2008","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,"Y",,"FRONT-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302500","e36e3fd8af2c4afcea80589c46d1a3ad217533e31a7f120a1a82a0121728512e47b5a6347370f8faf9df2e4aaa3fa2484a79f7fd718914fb0969fe5c5a65a9cc",,"2022-03-20T23:20:00.000","2","DRIVER",,"1236950",,"CHRYSLER","300","IL",,"UNKNOWN","PASSENGER","PERSONAL","N","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,,"Y","Y",,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302561","e36e3fd8af2c4afcea80589c46d1a3ad217533e31a7f120a1a82a0121728512e47b5a6347370f8faf9df2e4aaa3fa2484a79f7fd718914fb0969fe5c5a65a9cc",,"2022-03-20T23:20:00.000","3","DRIVER",,"1236999",,"CHRYSLER","300",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","N","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302694","1f1e596ed26359e2b831a6c11b47d43e234b2198a9ab6ff74a4fd5ff0a3f7a4155664a7d09f35abe7ac5511756bd630d2f0b292b8adee6401dc7c80dc58fc831",,"2022-03-20T23:15:00.000","1","DRIVER",,"1237115",,"HYUNDAI","OTHER (EXPLAIN IN NARRATIVE)","IL","2020","UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","W","TURNING LEFT",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302695","1f1e596ed26359e2b831a6c11b47d43e234b2198a9ab6ff74a4fd5ff0a3f7a4155664a7d09f35abe7ac5511756bd630d2f0b292b8adee6401dc7c80dc58fc831",,"2022-03-20T23:15:00.000","2","PARKED",,"1237129",,"NISSAN","ALTIMA","IN","2014","NONE","PASSENGER","NOT IN USE","N","PARKED",,,"0",,,,,"Y","Y",,,,,,,,,,,,"FRONT-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302554","8f84eb429f3faa70d9488ed153cb6d39c64c97611300d4741a98844416de41168381b1bd16149d9df7e2394775f89a3392728d3106cf526c32eb9d6718df4eab",,"2022-03-20T23:00:00.000","1","DRIVER",,"1236994",,"NISSAN","ROGUE","IL","2010","UNKNOWN","PASSENGER","UNKNOWN/NA","W","PASSING/OVERTAKING",,,"1",,,,,,,,,,,,,,,,,"Y","ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302555","8f84eb429f3faa70d9488ed153cb6d39c64c97611300d4741a98844416de41168381b1bd16149d9df7e2394775f89a3392728d3106cf526c32eb9d6718df4eab",,"2022-03-20T23:00:00.000","2","DRIVER",,"1237005",,"DODGE","OTHER (EXPLAIN IN NARRATIVE)","IL","2019","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,"Y",,"Y","Y","Y",,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302527","cbbc4c4efb1d405281c132fe94730ff5ab0c68fba1ff5993cbd8856c38707bccd1f0c9859f78710b16708b84623344fc13e4b4d2a1a5af3379248ea1e7112284",,"2022-03-20T23:00:00.000","1","DRIVER",,"1236965",,"UNKNOWN","ENCLOSED BODY",,,"UNKNOWN","SINGLE UNIT TRUCK WITH TRAILER","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302528","cbbc4c4efb1d405281c132fe94730ff5ab0c68fba1ff5993cbd8856c38707bccd1f0c9859f78710b16708b84623344fc13e4b4d2a1a5af3379248ea1e7112284",,"2022-03-20T23:00:00.000","2","PARKED",,"1236967",,"CHEVROLET","IMPALA","IL","2017","NONE","PASSENGER","NOT IN USE","W","PARKED",,,"0",,,,,"Y","Y","Y","Y","Y",,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302372","ea46d8ea855c9c3b6aaf2eea1d3636bd119c7faaee105af363c172bb9d89ecc56b1e650dc5fe5d12a8cca240454e4a67fd1268211760bd403924bf94e4dbeaca",,"2022-03-20T23:00:00.000","1","DRIVER",,"1236804",,"UNKNOWN","MOTORIZED","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302373","ea46d8ea855c9c3b6aaf2eea1d3636bd119c7faaee105af363c172bb9d89ecc56b1e650dc5fe5d12a8cca240454e4a67fd1268211760bd403924bf94e4dbeaca",,"2022-03-20T23:00:00.000","2","PARKED",,"1236806",,"CHEVROLET","MALIBU","IL","2022","BRAKES","PASSENGER","NOT IN USE","N","PARKED",,,"0",,,,,,,,,,"Y","Y",,,,,,,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302290","52695daa76f88736872b630bb2de186ccf4e0e64974ac2db26ae4f14f8c6c032b17a7e812005ebf6efd45f35e63c4a01d7e7e3b1596106bd4db3f0502f94afae",,"2022-03-20T22:45:00.000","1","DRIVER",,"1236734",,"CHEVROLET","SILVERADO","IL","2008","UNKNOWN","PICKUP","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,"Y",,,,,,,,,,,,,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302291","52695daa76f88736872b630bb2de186ccf4e0e64974ac2db26ae4f14f8c6c032b17a7e812005ebf6efd45f35e63c4a01d7e7e3b1596106bd4db3f0502f94afae",,"2022-03-20T22:45:00.000","2","PARKED","1","1236737",,"BUICK","LACROSSE","IL","2019","UNKNOWN","PASSENGER","PERSONAL","N","PARKED",,,"1",,,,,"Y","Y",,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302302","790c39a207464b2060fe45374f852039404ac379f1eb5f7d901e6f8cf09e8fe1c4d8ba62029d2c599c1c4f4bfa8f3848df58d8e82a3224573faf17add4b635ff",,"2022-03-20T22:36:00.000","1","DRIVER",,"1236744",,"CHRYSLER","300","IL","2008","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD","Y",,"1",,"SERIOUS TOWING BUSINESS",,,"Y",,,,"Y",,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302303","790c39a207464b2060fe45374f852039404ac379f1eb5f7d901e6f8cf09e8fe1c4d8ba62029d2c599c1c4f4bfa8f3848df58d8e82a3224573faf17add4b635ff",,"2022-03-20T22:36:00.000","2","DRIVER","1","1236746",,"FORD","FUSION","IL","2016","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","Y",,"2",,"OUT THE MUD TOWING SERVICES",,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302304","790c39a207464b2060fe45374f852039404ac379f1eb5f7d901e6f8cf09e8fe1c4d8ba62029d2c599c1c4f4bfa8f3848df58d8e82a3224573faf17add4b635ff",,"2022-03-20T22:36:00.000","3","DRIVER","1","1236747","N","HYUNDAI","TUCSON","IL","2016","NONE","SPORT UTILITY VEHICLE (SUV)","RIDESHARE SERVICE","E","STRAIGHT AHEAD","Y",,"2",,"HELEN TOWING",,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302292","86b1627921598de6cdf2399d9341369f05b9b288b820b3c1b1407a3c1db645c1a834ceaaf0709052c698e22137e3ee4a0623df0a725eaa209d427d3b9195acdd",,"2022-03-20T22:30:00.000","1","DRIVER",,"1236733",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302293","86b1627921598de6cdf2399d9341369f05b9b288b820b3c1b1407a3c1db645c1a834ceaaf0709052c698e22137e3ee4a0623df0a725eaa209d427d3b9195acdd",,"2022-03-20T22:30:00.000","2","DRIVER",,"1236735",,"BMW","X3","IL",,"NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302282","d98143dabce374801bbec284bcbeced2366503cb74986583c07a331d7a0c5891edd1123007cb7df387403ab8087dc8e0d44709dcc041eaa354dedeb9eccbb2b7",,"2022-03-20T22:19:00.000","1","DRIVER",,"1236725",,"NISSAN","SENTRA","IL","2010","UNKNOWN","PASSENGER","PERSONAL","N","PASSING/OVERTAKING",,,"1",,,,,"Y","Y",,,,,,,,"Y","Y","Y","Y","UNDER CARRIAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302283","d98143dabce374801bbec284bcbeced2366503cb74986583c07a331d7a0c5891edd1123007cb7df387403ab8087dc8e0d44709dcc041eaa354dedeb9eccbb2b7",,"2022-03-20T22:19:00.000","2","DRIVER","2","1236726",,"TOYOTA","RAV4","IL","2018","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"3",,,,,"Y","Y",,,,,,,,,,,"Y","FRONT-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302284","d98143dabce374801bbec284bcbeced2366503cb74986583c07a331d7a0c5891edd1123007cb7df387403ab8087dc8e0d44709dcc041eaa354dedeb9eccbb2b7",,"2022-03-20T22:19:00.000","3","PARKED",,"1236728",,"HONDA","ACCORD","IL","2005","UNKNOWN","PASSENGER","NOT IN USE","N","PARKED","Y",,"0",,"PRIVATE TOW",,,,"Y","Y","Y",,"Y","Y","Y",,,,,"Y","SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302809","6d1efac3df1ea687618a94f72d93a4f8da80d25d1479f2dcf7eed7bfecee5b29b144e03efe3c9cf2a6ca3937ffa0c6ed4b43812be69f84cb983aeab6e69ec84b",,"2022-03-20T22:15:00.000","2","DRIVER",,"1237234",,"SATURN","ION","IL","2007","NONE","PASSENGER","PERSONAL","SE","ENTERING TRAFFIC LANE FROM PARKING",,,"1",,,,,,,,,,,,,,"Y","Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302810","6d1efac3df1ea687618a94f72d93a4f8da80d25d1479f2dcf7eed7bfecee5b29b144e03efe3c9cf2a6ca3937ffa0c6ed4b43812be69f84cb983aeab6e69ec84b",,"2022-03-20T22:15:00.000","1","DRIVER",,"1237239",,"KIA","SOUL","IL","2016","UNKNOWN","PASSENGER","UNKNOWN/NA","S","CHANGING LANES",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302829","24948f791cd2dde278421305b2b3bd11ca4ffa52e8b32280a429dc9d637b2cec5faf6e4890acedcd95e0a605cdf6dadde31a38d944050921ad70cdff32610c50",,"2022-03-20T22:00:00.000","1","DRIVER",,"1237248",,"UNKNOWN","MOTORIZED",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302830","24948f791cd2dde278421305b2b3bd11ca4ffa52e8b32280a429dc9d637b2cec5faf6e4890acedcd95e0a605cdf6dadde31a38d944050921ad70cdff32610c50",,"2022-03-20T22:00:00.000","2","PARKED",,"1237255",,"FORD","EXPLORER","IL","2020","UNKNOWN","UNKNOWN/NA","NOT IN USE","W","PARKED",,,"0",,,,,,,,,"Y",,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302269","076b17baae2e2a930ef4f53127f897bdefeab78a8d91390c70e3c23fa3ca5e0c6c517fc7e97f2479826d54321b9c339098f00ca6c925fe067d285cfe900120ae",,"2022-03-20T21:30:00.000","1","DRIVER",,"1236709",,"DODGE","RAM 1500 PU","IL","1997","NONE","PICKUP","PERSONAL","E","TURNING LEFT",,,"1",,,,,,,,"Y","Y",,,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302270","076b17baae2e2a930ef4f53127f897bdefeab78a8d91390c70e3c23fa3ca5e0c6c517fc7e97f2479826d54321b9c339098f00ca6c925fe067d285cfe900120ae",,"2022-03-20T21:30:00.000","2","DRIVER","1","1236710",,"CHEVROLET","EQUINOX","IL","2005","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","STRAIGHT AHEAD",,,"2",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302266","cb9545ea0471b08cdf1ab16650cfb41eb3c2edb15018b9f4024a38b0ba83ffb7ae1163f578b6444739e20175cbb62213c65f46ef446c29a0c2ef64fd016d9911",,"2022-03-20T21:30:00.000","1","DRIVER",,"1236708",,"CHEVROLET","EXPRESS","IL","2010","UNKNOWN","VAN/MINI-VAN","PERSONAL","N","OTHER","Y",,"1",,"PRIVATE",,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302277","7977892418d2a38663693ecdf4ec68faf05db373351a7e49494eb6499368743f383820fdf9d93f6adbefb407b35c333f77745be2a056c406adacae4c372d7ee7",,"2022-03-20T21:26:00.000","1","DRIVER",,"1236720",,"HONDA","CR-V","IL",,"UNKNOWN","PASSENGER","UNKNOWN/NA","UNKNOWN","BACKING",,,"1",,,,,,,,,,,,,,,,,"Y","REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302278","7977892418d2a38663693ecdf4ec68faf05db373351a7e49494eb6499368743f383820fdf9d93f6adbefb407b35c333f77745be2a056c406adacae4c372d7ee7",,"2022-03-20T21:26:00.000","2","PARKED",,"1236718",,"HONDA","CIVIC","IL",,"NONE","PASSENGER","PERSONAL","UNKNOWN","PARKED",,,"0",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302275","02f05917de2f994bd76e3e5ce7b7852626f351b54204a37c9c3512b823f3bc4bf7013204dae29e921ea3e4257969c2147d331092c657be57b1ce73fbd95a3a39",,"2022-03-20T21:15:00.000","1","DRIVER",,"1236714",,"NISSAN","ALTIMA",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","W","PASSING/OVERTAKING",,,"1",,,,,,,,,,,"N",,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302276","02f05917de2f994bd76e3e5ce7b7852626f351b54204a37c9c3512b823f3bc4bf7013204dae29e921ea3e4257969c2147d331092c657be57b1ce73fbd95a3a39",,"2022-03-20T21:15:00.000","2","DRIVER",,"1236717",,"DODGE","GRAND CARAVAN","IL","2014","NONE","VAN/MINI-VAN","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,"Y","Y",,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302262","44bc84a018ff4dd6015f2c951c548bba96eab66c5f70a5aeabebc3466cd23f220f46e45b06084598b4d9e7adbddcd2d2fde77fe59a6c6af6ba6c1492aca848a0",,"2022-03-20T21:05:00.000","1","DRIVER",,"1236697",,"FORD","F150","IL","2001","UNKNOWN","PICKUP","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302263","44bc84a018ff4dd6015f2c951c548bba96eab66c5f70a5aeabebc3466cd23f220f46e45b06084598b4d9e7adbddcd2d2fde77fe59a6c6af6ba6c1492aca848a0",,"2022-03-20T21:05:00.000","2","PARKED",,"1236699",,"FORD","EDGE","IL","2021","NONE","PASSENGER","PERSONAL","UNKNOWN","PARKED",,,"0",,,,,,,,,,,,,,"Y","Y",,,"UNDER CARRIAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302271","c7478ec9eb52505faf2a4a314346854fef397dd1607f6135813d1b319d435accbf38aec94a5fda147657cc50263b30bec71fb903caa6d480aa31842577f9aea6",,"2022-03-20T20:55:00.000","1","DRIVER","3","1236711",,"CHEVROLET","CRUZE","IL","2013","NONE","PASSENGER","PERSONAL","S","NEGOTIATING A CURVE",,,"4",,,,,,,,,,,,,,"Y","Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302272","c7478ec9eb52505faf2a4a314346854fef397dd1607f6135813d1b319d435accbf38aec94a5fda147657cc50263b30bec71fb903caa6d480aa31842577f9aea6",,"2022-03-20T20:55:00.000","2","DRIVER","1","1236713","Y","FREIGHTLINER CORPORATION","OTHER (EXPLAIN IN NARRATIVE)","IL","2010","NONE","VAN/MINI-VAN","COMMERCIAL - SINGLE UNIT","S","NEGOTIATING A CURVE",,,"2",,,,,,"Y","Y",,,,,,,,,,,"SIDE-RIGHT","14265",,,,,"1","GLOBAL CARGO PAQUETERIA INC","IL","CHICAGO",,,,,,,,,,,,,,,,,,,,"VAN/ENCLOSED BOX","UNKNOWN",,,
"1302285","6b882a9309daebf98d2b67260c76b053f8751b1cacd6c202174fa26e007ca09969f3eb35f19de8667c4be3b5d94b5f418ddc98e12703e6671722cd9c62774767",,"2022-03-20T20:50:00.000","1","DRIVER",,"1236731",,"MAZDA","OTHER (EXPLAIN IN NARRATIVE)","IL","2019","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,"Y","Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302286","6b882a9309daebf98d2b67260c76b053f8751b1cacd6c202174fa26e007ca09969f3eb35f19de8667c4be3b5d94b5f418ddc98e12703e6671722cd9c62774767",,"2022-03-20T20:50:00.000","2","DRIVER",,"1236732",,"AUDI","A5","IL","2011","NONE","PASSENGER","PERSONAL","W","TURNING RIGHT",,,"1",,,,,"Y","Y","Y",,,,,,,,,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302635","5ffafe99eef21a588a09811f155ebbac84cb2b45a5093c24533cad5c4f98e532b56baf13e0da53306ed6847d10d4c5c34c3b5d5c0146140d1269857cf3773e6d",,"2022-03-20T20:40:00.000","1","DRIVER",,"1237057",,"CADILLAC","ESCALADE",,"2002","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","N","BACKING",,,"1",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302636","5ffafe99eef21a588a09811f155ebbac84cb2b45a5093c24533cad5c4f98e532b56baf13e0da53306ed6847d10d4c5c34c3b5d5c0146140d1269857cf3773e6d",,"2022-03-20T20:40:00.000","2","PARKED",,"1237060",,"HYUNDAI","SONATA","IL","2009","NONE","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302255","ccb84bfe7f2dbbeb3d569792b347178592f17918376fe4fad4bf886e709f0bfebdfaef798c8a2f6532852b8a6abecb94f4a90cc23b918cfa0f283cc780e8a441",,"2022-03-20T20:36:00.000","1","DRIVER",,"1236695",,"DODGE","AVENGER","WI","2012","NONE","PASSENGER","PERSONAL","S","BACKING",,,"1",,,,,,,,,"Y","Y",,,,"Y",,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1302256","ccb84bfe7f2dbbeb3d569792b347178592f17918376fe4fad4bf886e709f0bfebdfaef798c8a2f6532852b8a6abecb94f4a90cc23b918cfa0f283cc780e8a441",,"2022-03-20T20:36:00.000","2","PARKED","1","1236701",,"TOYOTA","CAMRY","IL","2015","NONE","PASSENGER","PERSONAL","N","PARKED",,,"1",,,,,,,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
